,author,candidate,label
410,Zhuang Ye,S. Li,0
411,Zhuang Ye,W. Fan,0
412,Zhuang Ye,Y. B. Guo,0
413,Zhuang Ye,L. Bian,0
414,Zhuang Ye,"Guo, W",0
415,Zhuang Ye,Shenghan Guo,0
416,Zhuang Ye,W. Guo,0
417,Zhuang Ye,"Guo, S",0
418,Zhuang Ye,Weihong Guo,0
419,Zhuang Ye,Z. Feng,0
420,Zhuang Ye,D. Wang,0
421,Zhuang Ye,S. Guo,0
422,Zhuang Ye,Hicham Chaoui,0
423,Zhuang Ye,Safieh Bamati,0
424,Zhuang Ye,H. Chaoui,0
425,Zhuang Ye,S. Bamati,0
426,Zhuang Ye,Jiaxi Li,0
427,Zhuang Ye,Bo Hu,0
428,Zhuang Ye,J. Li,0
429,Zhuang Ye,B. Hu,0
430,Zhuang Ye,Andrea Bartolini,0
431,Zhuang Ye,M. Milano,0
432,Zhuang Ye,M. Molan,0
433,Zhuang Ye,A. Borghesi,0
434,Zhuang Ye,A. Bartolini,0
435,Zhuang Ye,A. Burrello,0
436,Zhuang Ye,Andrea Borghesi,0
437,Zhuang Ye,W. D. Lu,0
438,Zhuang Ye,B. Cline,0
439,Zhuang Ye,S. Jeloka,0
440,Zhuang Ye,X. Zhu,0
441,Zhuang Ye,Z. Wang,0
442,Zhuang Ye,M. Sun,0
443,Zhuang Ye,Z. Zhao,0
444,Zhuang Ye,S. Wang,0
445,Zhuang Ye,Z. Wang,0
446,Zhuang Ye,P. Tiwari,0
447,Zhuang Ye,N. Ammar,0
448,Zhuang Ye,A. Ganlath,0
449,Zhuang Ye,H. Wang,0
450,Zhuang Ye,K. Han,0
451,Zhuang Ye,R. Gupta,0
452,Zhuang Ye,Z. Wang,0
453,Zhuang Ye,S. Wu,0
454,Zhuang Ye,J. Zhao,0
455,Zhuang Ye,B. Zhang,0
456,Zhuang Ye,L. Zhang,0
457,Zhuang Ye,Z. Wang,0
458,Zhuang Ye,Y. Li,0
459,Zhuang Ye,W. Cai,0
460,Zhuang Ye,J. Cui,0
461,Zhuang Ye,Z. Wang,0
462,Zhuang Ye,R. Yan,0
463,Zhuang Ye,X. Li,0
464,Zhuang Ye,M. Wu,0
465,Zhuang Ye,K. Wu,0
466,Zhuang Ye,Z. Chen,0
467,Zhuang Ye,R. Jin,0
468,Zhuang Ye,Xiaoli Li,0
469,Zhuang Ye,Zhenghua Chen,0
470,Zhuang Ye,K. Gao,0
471,Zhuang Ye,Keyu Wu,0
472,Zhuang Ye,Min Wu,0
473,Zhuang Ye,Riubing Jin,0
474,Zhuang Ye,Xiandong Ma,0
475,Zhuang Ye,K. A. A. Gamage,0
476,Zhuang Ye,C. James Taylor,0
477,Zhuang Ye,N. Javeid,0
478,Zhuang Ye,Inam Ullah Khan,0
479,Zhuang Ye,X. Ma,0
480,Zhuang Ye,C. J. Taylor,0
481,Zhuang Ye,Nadeem Javaid,0
482,Zhuang Ye,I. U. Khan,0
483,Zhuang Ye,"Boning, DS",0
484,Zhuang Ye,A. Samolov,0
485,Zhuang Ye,E. Wilson,0
486,Zhuang Ye,R. Sprenkle,0
487,Zhuang Ye,"Lang, CI",0
488,Zhuang Ye,Duane S. Boning,0
489,Zhuang Ye,A. Mckiernan,0
490,Zhuang Ye,A. Bowers,0
491,Zhuang Ye,P. Alfred,0
492,Zhuang Ye,P. Cardillo,0
493,Zhuang Ye,J. Ruth,0
494,Zhuang Ye,A. A. Dujaili,0
495,Zhuang Ye,J. Dillon,0
496,Zhuang Ye,B. Lawler,0
497,Zhuang Ye,F. -K. Sun,0
498,Zhuang Ye,Cristopher I. Lang,0
499,Zhuang Ye,D. S. Boning,0
500,Zhuang Ye,P. Kothnur,0
501,Zhuang Ye,S. Didari,0
502,Zhuang Ye,A. Jansen,0
503,Zhuang Ye,C. I. Lang,0
504,Zhuang Ye,DL Zeng,0
505,Zhuang Ye,YJ Wang,0
506,Zhuang Ye,"Gao, F",0
507,Zhuang Ye,"Wang, Yuanjia",0
508,Zhuang Ye,"Zeng, Donglin",0
509,Zhuang Ye,"Scahill, R I",0
510,Zhuang Ye,"McColgan, P",0
511,Zhuang Ye,"Li, Xiang",0
512,Zhuang Ye,"Xie, SH",0
513,Zhuang Ye,"Wang, YJ",0
514,Zhuang Ye,"Marder, K",0
515,Zhuang Ye,"Zeng, DL",0
516,Zhuang Ye,"Li, X",0
517,Zhuang Ye,"Christiani, DC",0
518,Zhuang Ye,"Hou, LF",0
519,Zhuang Ye,"Lin, XH",0
520,Zhuang Ye,"Mucci, LA",0
521,Zhuang Ye,"Wang, J",0
522,Zhuang Ye,"Zheng, YN",0
523,Zhuang Ye,"Su, L",0
524,Zhuang Ye,"Hutchinson, JN",0
525,Zhuang Ye,"Guo, YC",0
526,Zhuang Ye,"Yuan, QY",0
527,Zhuang Ye,"Du, ML",0
528,Zhuang Ye,"Wang, ZH",0
529,Zhuang Ye,"Friedlander, RM",0
530,Zhuang Ye,"Carlisle, DL",0
531,Zhuang Ye,"Poloyac, SM",0
532,Zhuang Ye,"Minnigh, MB",0
533,Zhuang Ye,"Oberly, P",0
534,Zhuang Ye,"Wang, XM",0
535,Zhuang Ye,"Li, F",0
536,Zhuang Ye,"Yablonska, S",0
537,Zhuang Ye,"Singh, T",0
538,Zhuang Ye,"Kim, J",0
539,Zhuang Ye,"Suofu, Y",0
540,Zhuang Ye,"Baranov, SV",0
541,Zhuang Ye,"Jauhari, A",0
542,Zhuang Ye,"Wu, H",0
543,Zhuang Ye,"Sun, GZ",0
544,Zhuang Ye,"Zhang, T",0
545,Zhuang Ye,"Jiang, TY",0
546,Zhuang Ye,"Zeng, WP",0
547,Zhuang Ye,"Su, B",0
548,Zhuang Ye,"Wang, LL",0
549,Zhuang Ye,"Song, T",0
550,Zhuang Ye,"Zhang, LJ",0
551,Zhuang Ye,"Wang, L",0
552,Zhuang Ye,"Alexander, Daniel C.",0
553,Zhuang Ye,"Scahill, Rachael I.",0
554,Zhuang Ye,"Tabrizi, S.J.",0
555,Zhuang Ye,"Paulsen, JS",0
556,Zhuang Ye,"Georgiou-Karistianis, N",0
557,Zhuang Ye,"Sampaio, C",0
558,Zhuang Ye,"Mohan, A",0
559,Zhuang Ye,"Poudel, GR",0
560,Zhuang Ye,"Johnson, HJ",0
561,Zhuang Ye,S. Gregory,0
562,Zhuang Ye,"Aksman, L",0
563,Zhuang Ye,"Eshaghi, A",0
564,Zhuang Ye,Eileanoir B. Johnson,0
565,Zhuang Ye,P.A. Wijeratne,0
566,Zhuang Ye,S.J. Tabrizi,0
567,Zhuang Ye,"Langbehn, D",0
568,Zhuang Ye,"Sahakian, BJ",0
569,Zhuang Ye,"Robbins, TW",0
570,Zhuang Ye,"Rees, G",0
571,Zhuang Ye,"Wild, EJ",0
572,Zhuang Ye,"Zhang, H",0
573,Zhuang Ye,"Zetterberg, H",0
574,Zhuang Ye,"Sampaio, Cristina",0
575,Zhuang Ye,"Hyare, H",0
576,Zhuang Ye,"Heselgrave, A",0
577,Zhuang Ye,"Byrne, LM",0
578,Zhuang Ye,"Rodrigues, F B",0
579,Zhuang Ye,"Wellington, H",0
580,Zhuang Ye,"Fayer, K",0
581,Zhuang Ye,"Estevez-Fraga, C",0
582,Zhuang Ye,"McColgan, Peter",0
583,Zhuang Ye,"Papoutsi, M",0
584,Zhuang Ye,"Langley, C",0
585,Zhuang Ye,"O'Callaghan, C",0
586,Zhuang Ye,"Nair, A",0
587,Zhuang Ye,"Lowe, J",0
588,Zhuang Ye,"Parker, C",0
589,Zhuang Ye,"Gregory, Sarah",0
590,Zhuang Ye,"Johnson, E B",0
591,Zhuang Ye,"Osborne-Crowley, K",0
592,Zhuang Ye,"Zeun, P",0
593,Zhuang Ye,Rachael I. Scahill,0
594,Zhuang Ye,"Wild, Edward J",0
595,Zhuang Ye,H. Zetterberg,0
596,Zhuang Ye,A. Heslegrave,0
597,Zhuang Ye,"Scahill, R.I.",0
598,Zhuang Ye,"Schobel, S",0
599,Zhuang Ye,"Tabrizi, Sarah J.",0
600,Zhuang Ye,D.C. Alexander,0
601,Zhuang Ye,"Furby, H",0
602,Zhuang Ye,"Houghton, R",0
603,Zhuang Ye,"Ghazaleh, N",0
604,Zhuang Ye,E. De Vita,0
605,Zhuang Ye,M. Arridge,0
606,Zhuang Ye,"Wijeratne, PA",0
607,Zhuang Ye,"Johnson, EB",0
608,Zhuang Ye,"Tortelli, R",0
609,Zhuang Ye,"Byrne, L M",0
610,Zhuang Ye,F.B. Rodrigues,0
611,Zhuang Ye,EJ. Wild,0
612,Zhuang Ye,"Zetterberg, H",0
613,Zhuang Ye,"Heslegrave, A.",0
614,Zhuang Ye,R.I. Scahill,0
615,Zhuang Ye,"De Vita, Enrico",0
616,Zhuang Ye,"Arridge, M",0
617,Zhuang Ye,"Foiani, MS",0
618,Zhuang Ye,E.B. Johnson,0
619,Zhuang Ye,R. Tortelli,0
620,Zhuang Ye,"Rodrigues, Filipe B.",0
621,Zhuang Ye,L.M. Byrne,0
622,Zhuang Ye,"Ou, ZYA",0
623,Zhuang Ye,"Alexander, DC",0
624,Zhuang Ye,"Tabrizi, SJ",0
625,Zhuang Ye,"Scahill, Rachael I.",0
626,Zhuang Ye,"Paulsen, JS",0
627,Zhuang Ye,"Georgiou-Karistianis, N",0
628,Zhuang Ye,"Gregory, S",0
629,Zhuang Ye,"Johnson, Eileanoir B.",0
630,Zhuang Ye,"Wijeratne, Peter A.",0
631,Zhuang Ye,"Wild, E J",0
632,Zhuang Ye,"Zetterberg, Henrik",0
633,Zhuang Ye,"Heslegrave, Amanda",0
634,Zhuang Ye,"Tortelli, Rosanna",0
635,Zhuang Ye,"Byrne, LM",0
636,Zhuang Ye,"Scahill, RI",0
637,Zhuang Ye,"Johnson, EB",0
638,Zhuang Ye,"De Vita, E",0
639,Zhuang Ye,"Arridge, Marzena",0
640,Zhuang Ye,"Rodrigues, FB",0
641,Zhuang Ye,"Lowe, AJ",0
642,Zhuang Ye,"Abraham, NG",0
643,Zhuang Ye,"Bhesania, SR",0
644,Zhuang Ye,"Bialczak, A",0
645,Zhuang Ye,"O'Hanlon, K",0
646,Zhuang Ye,"Weingarten, JA",0
647,Zhuang Ye,"Liu, L",0
648,Zhuang Ye,"Singh, S",0
649,Zhuang Ye,E. Thompson,0
650,Zhuang Ye,"Shapiro, JI",0
651,Zhuang Ye,"Peterson, SJ",0
652,Zhuang Ye,"Sodhi, Komal",0
653,Zhuang Ye,"Thompson, Ellen",0
654,Zhuang Ye,"Tirona, Maria Tria",0
655,Zhuang Ye,"Dao, B",0
656,Zhuang Ye,"Zehra, M",0
657,Zhuang Ye,"Pillai, SS",0
658,Zhuang Ye,"Lakhani, Hari Vishal",0
659,Zhuang Ye,"Thompson, E",0
660,Zhuang Ye,"Sodhi, K",0
661,Zhuang Ye,"Tirona, MT",0
662,Zhuang Ye,"Lakhani, HV",0
663,Zhuang Ye,"Puri, N",0
664,Zhuang Ye,"Chaudhry, H",0
665,Zhuang Ye,"Bonsu, G",0
666,Zhuang Ye,"Pereira, DG",0
667,Zhuang Ye,"Pillai, Sneha S.",0
668,Zhuang Ye,"Harrington, Michael G",0
669,Zhuang Ye,"Fonteh, Alfred N",0
670,Zhuang Ye,"King, KS",0
671,Zhuang Ye,"Lee, R",0
672,Zhuang Ye,"Arakaki, Xianghong",0
673,Zhuang Ye,M.G. Harrington,0
674,Zhuang Ye,A.N. Fonteh,0
675,Zhuang Ye,"Pogoda, Janice M.",0
676,Zhuang Ye,"Chui, H",0
677,Zhuang Ye,"King, Kevin S.",0
678,Zhuang Ye,"Tran, T",0
679,Zhuang Ye,"Edminster, SP",0
680,Zhuang Ye,"Shenoi, S",0
681,Zhuang Ye,"Castor, KJ",0
682,Zhuang Ye,"Harrington, M. G. ",0
683,Zhuang Ye,"Edminster, Sarah P.",0
684,Zhuang Ye,X. Arakaki,0
685,Zhuang Ye,"Chiang, AJ",0
686,Zhuang Ye,"Fonteh, AN",0
687,Zhuang Ye,"Harrington, MG",0
688,Zhuang Ye,"Pogoda, JM",0
689,Zhuang Ye,"Zlokovic, Berislav, V",0
690,Zhuang Ye,"Fonteh, Alfred N.",0
691,Zhuang Ye,"Arakaki, X",0
692,Zhuang Ye,"Montagne, A",0
